Category,Country,Year,Value
R&D General public services,Bulgaria,2017,
R&D General public services,Bulgaria,2018,
R&D General public services,Bulgaria,2019,
R&D General public services,Bulgaria,2020,
R&D General public services,Switzerland,2012,0.0023033155759562317
R&D General public services,Switzerland,2013,0.002444853967932167
R&D General public services,Switzerland,2014,0.0028648876991393475
R&D General public services,Switzerland,2015,0.002158160556594404
R&D General public services,Switzerland,2016,0.0018656563387041184
R&D General public services,Switzerland,2017,0.0018350819932498215
R&D General public services,Switzerland,2018,0.0018069217801467805
R&D General public services,Switzerland,2019,0.0013655198782452824
R&D General public services,Switzerland,2020,0.0014793964001046055
R&D General public services,Cyprus,2012,0.042061204181499216
R&D General public services,Cyprus,2013,0.037693386473617405
R&D General public services,Cyprus,2014,0.04804722355686732
R&D General public services,Cyprus,2015,0.034551554262658685
R&D General public services,Cyprus,2016,0.033659762909045016
R&D General public services,Cyprus,2017,0.030523227191272324
R&D General public services,Cyprus,2018,0.0276815331878515
R&D General public services,Cyprus,2019,0.029340444076250635
R&D General public services,Cyprus,2020,0.03745164399015295
R&D General public services,Czechia,2012,0.042869224263857926
R&D General public services,Czechia,2013,0.043709610156683586
R&D General public services,Czechia,2014,0.03972847771498524
R&D General public services,Czechia,2015,0.053904794931769744
R&D General public services,Czechia,2016,0.03556161712367947
R&D General public services,Czechia,2017,0.0404362166330385
R&D General public services,Czechia,2018,0.06342118921839783
R&D General public services,Czechia,2019,0.041442555520835415
R&D General public services,Czechia,2020,0.04193592931409502
R&D General public services,Germany,2012,0.010782024616527823
R&D General public services,Germany,2013,0.011169011329076778
R&D General public services,Germany,2014,0.010452854551603283
R&D General public services,Germany,2015,0.010937882082361261
R&D General public services,Germany,2016,0.012154118044877725
R&D General public services,Germany,2017,0.012579732856670627
R&D General public services,Germany,2018,0.012390616410881159
R&D General public services,Germany,2019,0.012495465355314605
R&D General public services,Germany,2020,0.01300863620746866
R&D General public services,Denmark,2012,0.04870805804115046
R&D General public services,Denmark,2013,0.04927675254219733
R&D General public services,Denmark,2014,0.043009215185300854
R&D General public services,Denmark,2015,0.031280034693734034
R&D General public services,Denmark,2016,0.025996989859407852
R&D General public services,Denmark,2017,0.01879187892331353
R&D General public services,Denmark,2018,0.014818308681908133
R&D General public services,Denmark,2019,0.014958336348692711
R&D General public services,Denmark,2020,0.01459457396193286
R&D General public services,Estonia,2012,0.016744154894595544
R&D General public services,Estonia,2013,0.018507942551346322
R&D General public services,Estonia,2014,0.01995191588272264
R&D General public services,Estonia,2015,0.024719602159814648
R&D General public services,Estonia,2016,0.02758887064957996
R&D General public services,Estonia,2017,0.03440520945220193
R&D General public services,Estonia,2018,0.027379088546286085
R&D General public services,Estonia,2019,0.018368647959459312
R&D General public services,Estonia,2020,0.026579282723466227
R&D General public services,Greece,2012,0.30894901067307357
R&D General public services,Greece,2013,0.3446657964781827
R&D General public services,Greece,2014,0.3509445033740324
R&D General public services,Greece,2015,0.4320489610129677
R&D General public services,Greece,2016,0.3604704339743097
R&D General public services,Greece,2017,0.35669184424946043
R&D General public services,Greece,2018,0.375366804096956
R&D General public services,Greece,2019,0.4095964466008403
R&D General public services,Greece,2020,0.45101172328193856
R&D General public services,Spain,2012,0.02589457513500093
R&D General public services,Spain,2013,0.02635505649681535
R&D General public services,Spain,2014,0.02421054262604977
R&D General public services,Spain,2015,0.026157322380650258
R&D General public services,Spain,2016,0.029432350460329142
R&D General public services,Spain,2017,0.02357005467564508
R&D General public services,Spain,2018,0.027411848065263457
R&D General public services,Spain,2019,0.023925884354478837
R&D General public services,Spain,2020,0.027460019731857827
R&D General public services,Finland,2012,0.018901993165437208
R&D General public services,Finland,2013,0.022513593805825148
R&D General public services,Finland,2014,0.01836662687230844
R&D General public services,Finland,2015,0.0231804527284339
R&D General public services,Finland,2016,0.02068794306678068
R&D General public services,Finland,2017,0.02518769249804464
R&D General public services,Finland,2018,0.02313010254345461
R&D General public services,Finland,2019,0.027516280465942348
R&D General public services,Finland,2020,0.03822919029734748
R&D General public services,France,2012,0.0
R&D General public services,France,2013,0.0
R&D General public services,France,2014,0.0
R&D General public services,France,2015,0.0
R&D General public services,France,2016,4.476017275636277e-05
R&D General public services,France,2017,4.353045956847385e-05
R&D General public services,France,2018,4.2313606447916603e-05
R&D General public services,France,2019,4.102336896212928e-05
R&D General public services,France,2020,4.3281255883545724e-05
R&D General public services,Croatia,2012,0.03204754690595502
R&D General public services,Croatia,2013,0.029479871548773434
R&D General public services,Croatia,2014,0.027279485145183698
R&D General public services,Croatia,2015,0.026293752030032327
R&D General public services,Croatia,2016,0.04731857866819325
R&D General public services,Croatia,2017,0.04201184734095015
R&D General public services,Croatia,2018,0.035072951739618406
R&D General public services,Croatia,2019,0.038278784567719305
R&D General public services,Croatia,2020,0.04997530981717366
R&D General public services,Hungary,2012,0.0006982710808039294
R&D General public services,Hungary,2013,0.0010759030004978498
R&D General public services,Hungary,2014,0.03340742567083052
R&D General public services,Hungary,2015,0.029966929985548493
R&D General public services,Hungary,2016,0.018321682291706987
R&D General public services,Hungary,2017,0.018500338910463873
R&D General public services,Hungary,2018,0.021755971499677337
R&D General public services,Hungary,2019,0.019177470771418882
R&D General public services,Hungary,2020,0.0143658875470247
R&D General public services,Ireland,2012,0.0
R&D General public services,Ireland,2013,0.0
R&D General public services,Ireland,2014,0.0
R&D General public services,Ireland,2015,0.0
R&D General public services,Ireland,2016,0.0
R&D General public services,Ireland,2017,0.0
R&D General public services,Ireland,2018,0.0
R&D General public services,Ireland,2019,2.803440157486055e-05
R&D General public services,Ireland,2020,0.0
R&D General public services,Iceland,2012,0.0
R&D General public services,Iceland,2013,0.0
R&D General public services,Iceland,2014,0.0
R&D General public services,Iceland,2015,0.0
R&D General public services,Iceland,2016,0.0
R&D General public services,Iceland,2017,0.0
R&D General public services,Iceland,2018,0.0
R&D General public services,Iceland,2019,0.0
R&D General public services,Iceland,2020,0.0
R&D General public services,Italy,2012,0.01988477052513093
R&D General public services,Italy,2013,0.024864342071837117
R&D General public services,Italy,2014,0.014685951676705547
R&D General public services,Italy,2015,0.01498168066668479
R&D General public services,Italy,2016,0.013504056052329221
R&D General public services,Italy,2017,0.013301909348006048
R&D General public services,Italy,2018,0.012871239283564241
R&D General public services,Italy,2019,0.013803479088981514
R&D General public services,Italy,2020,0.01505460546275027
R&D General public services,Lithuania,2012,
R&D General public services,Lithuania,2013,
R&D General public services,Lithuania,2014,
R&D General public services,Lithuania,2015,
R&D General public services,Lithuania,2016,
R&D General public services,Lithuania,2017,
R&D General public services,Lithuania,2018,
R&D General public services,Lithuania,2019,
R&D General public services,Lithuania,2020,
R&D General public services,Luxembourg,2012,0.003438922585553946
R&D General public services,Luxembourg,2013,0.0032590208679179953
R&D General public services,Luxembourg,2014,0.0028962393297716025
R&D General public services,Luxembourg,2015,0.002216381646143588
R&D General public services,Luxembourg,2016,0.0023128339153965357
R&D General public services,Luxembourg,2017,0.001719134656379365
R&D General public services,Luxembourg,2018,0.001330645429565611
R&D General public services,Luxembourg,2019,0.0008016211987122757
R&D General public services,Luxembourg,2020,0.000771831246816196
R&D General public services,Latvia,2012,0.0018101595203077272
R&D General public services,Latvia,2013,0.0008775278286012645
R&D General public services,Latvia,2014,0.005925725266446004
R&D General public services,Latvia,2015,0.010988071837571882
R&D General public services,Latvia,2016,0.012612676528203127
R&D General public services,Latvia,2017,0.020382146721809637
R&D General public services,Latvia,2018,0.01920860545524395
R&D General public services,Latvia,2019,0.014668205198411924
R&D General public services,Latvia,2020,0.015514623357760614
R&D General public services,Malta,2012,0.00814719261321203
R&D General public services,Malta,2013,0.008811349017534584
R&D General public services,Malta,2014,0.007998994412131045
R&D General public services,Malta,2015,0.007002310762551641
R&D General public services,Malta,2016,0.007589340770887289
R&D General public services,Malta,2017,0.0
R&D General public services,Malta,2018,0.0
R&D General public services,Malta,2019,0.0
R&D General public services,Malta,2020,0.0
R&D General public services,Netherlands,2012,0.008882545186119951
R&D General public services,Netherlands,2013,0.008478900407744263
R&D General public services,Netherlands,2014,0.006403001965572697
R&D General public services,Netherlands,2015,0.005507182525419995
R&D General public services,Netherlands,2016,0.0043764479336812845
R&D General public services,Netherlands,2017,0.003928762060622154
R&D General public services,Netherlands,2018,0.0034884306842362985
R&D General public services,Netherlands,2019,0.0049197163783507875
R&D General public services,Netherlands,2020,0.005021781979335367
R&D General public services,Norway,2012,0.07550069010587637
R&D General public services,Norway,2013,0.07990263145662775
R&D General public services,Norway,2014,0.07926936894183848
R&D General public services,Norway,2015,0.09389384106151503
R&D General public services,Norway,2016,0.0964231886737041
R&D General public services,Norway,2017,0.10345548621412143
R&D General public services,Norway,2018,0.10113841767885588
R&D General public services,Norway,2019,0.10902951136648403
R&D General public services,Norway,2020,0.11761834164643375
R&D General public services,Poland,2012,0.002179613658289512
R&D General public services,Poland,2013,0.009012340211208055
R&D General public services,Poland,2014,0.007750745855503952
R&D General public services,Poland,2015,0.002721977244270238
R&D General public services,Poland,2016,0.0020954227256364142
R&D General public services,Poland,2017,0.0016316975279353056
R&D General public services,Poland,2018,0.0015029936627775204
R&D General public services,Poland,2019,0.0019905927590873848
R&D General public services,Poland,2020,0.001786572274831074
R&D General public services,Portugal,2012,0.032858850736442305
R&D General public services,Portugal,2013,0.03313932652676983
R&D General public services,Portugal,2014,0.03409346347405458
R&D General public services,Portugal,2015,0.03116076058965062
R&D General public services,Portugal,2016,0.025416939693216466
R&D General public services,Portugal,2017,0.022352960389329365
R&D General public services,Portugal,2018,0.01671669490959582
R&D General public services,Portugal,2019,0.014320726429343773
R&D General public services,Portugal,2020,0.015559630538567685
R&D General public services,Romania,2012,0.1786537161264946
R&D General public services,Romania,2013,0.2678954361224357
R&D General public services,Romania,2014,0.17844520151153587
R&D General public services,Romania,2015,0.2867342367915712
R&D General public services,Romania,2016,0.31213002472322937
R&D General public services,Romania,2017,0.22591322914822506
R&D General public services,Romania,2018,0.21531319893687592
R&D General public services,Romania,2019,0.1869045484270131
R&D General public services,Romania,2020,0.1527076928938085
R&D General public services,Sweden,2012,0.0007441218443711019
R&D General public services,Sweden,2013,0.0007694906899547743
R&D General public services,Sweden,2014,0.0006608422913544281
R&D General public services,Sweden,2015,0.0006805787202353836
R&D General public services,Sweden,2016,0.0005361740549664195
R&D General public services,Sweden,2017,0.0005833023453962341
R&D General public services,Sweden,2018,0.0004886618759389478
R&D General public services,Sweden,2019,0.0005242524422300022
R&D General public services,Sweden,2020,0.0005410395116993552
R&D General public services,Slovenia,2012,0.013791847914534675
R&D General public services,Slovenia,2013,0.011795590643627774
R&D General public services,Slovenia,2014,0.008502881679744275
R&D General public services,Slovenia,2015,0.008236257032991358
R&D General public services,Slovenia,2016,0.012115757407920244
R&D General public services,Slovenia,2017,0.00929988165900589
R&D General public services,Slovenia,2018,0.007847189071481353
R&D General public services,Slovenia,2019,0.014011056371836953
R&D General public services,Slovenia,2020,0.00850690973743423
R&D General public services,Slovakia,2012,0.008554052788010203
R&D General public services,Slovakia,2013,0.009665363632458438
R&D General public services,Slovakia,2014,0.024883929565382525
R&D General public services,Slovakia,2015,0.031575268951401544
R&D General public services,Slovakia,2016,0.02116527123541196
R&D General public services,Slovakia,2017,0.008385506537742456
R&D General public services,Slovakia,2018,0.005229502852304375
R&D General public services,Slovakia,2019,0.0023295830575777634
R&D General public services,Slovakia,2020,0.021410112852704846
General public services n.e.c.,Austria,2012,0.03244909038985982
General public services n.e.c.,Austria,2013,0.04353058347653146
General public services n.e.c.,Austria,2014,0.039592238960624186
General public services n.e.c.,Austria,2015,0.04281533172296564
General public services n.e.c.,Austria,2016,0.04057515491823449
General public services n.e.c.,Austria,2017,0.03546657086180247
General public services n.e.c.,Austria,2018,0.0309909230856681
General public services n.e.c.,Austria,2019,0.04088934321492461
General public services n.e.c.,Austria,2020,0.04073036472309519
General public services n.e.c.,Belgium,2012,0.031669604456221495
General public services n.e.c.,Belgium,2013,0.03520158827122786
General public services n.e.c.,Belgium,2014,0.02957792157036928
General public services n.e.c.,Belgium,2015,0.024597949514928434
General public services n.e.c.,Belgium,2016,0.024809032068754733
General public services n.e.c.,Belgium,2017,0.019121442731953098
General public services n.e.c.,Belgium,2018,0.028866377365282272
General public services n.e.c.,Belgium,2019,0.026115388231361444
General public services n.e.c.,Belgium,2020,0.025205169865229547
General public services n.e.c.,Bulgaria,2012,0.008755987202059787
General public services n.e.c.,Bulgaria,2013,0.010939305877260988
General public services n.e.c.,Bulgaria,2014,0.03741923488123461
General public services n.e.c.,Bulgaria,2015,0.04103701407700552
General public services n.e.c.,Bulgaria,2016,0.0358804340917432
General public services n.e.c.,Bulgaria,2017,0.017132642824373278
General public services n.e.c.,Bulgaria,2018,0.0005335723737567763
General public services n.e.c.,Bulgaria,2019,0.0568564861067115
General public services n.e.c.,Bulgaria,2020,0.0009734112711291083
General public services n.e.c.,Switzerland,2012,0.0
General public services n.e.c.,Switzerland,2013,0.0
General public services n.e.c.,Switzerland,2014,0.0
General public services n.e.c.,Switzerland,2015,0.0
General public services n.e.c.,Switzerland,2016,0.0
General public services n.e.c.,Switzerland,2017,0.0
General public services n.e.c.,Switzerland,2018,0.0
General public services n.e.c.,Switzerland,2019,0.0
General public services n.e.c.,Switzerland,2020,0.0
General public services n.e.c.,Cyprus,2012,0.0892518235070837
General public services n.e.c.,Cyprus,2013,0.09811366773279824
General public services n.e.c.,Cyprus,2014,0.08751458576429405
General public services n.e.c.,Cyprus,2015,0.08749345192318408
General public services n.e.c.,Cyprus,2016,0.08151973829534338
General public services n.e.c.,Cyprus,2017,0.0777849983261456
General public services n.e.c.,Cyprus,2018,0.07935372847184097
General public services n.e.c.,Cyprus,2019,0.07593997290323694
General public services n.e.c.,Cyprus,2020,0.07947056163764163
General public services n.e.c.,Czechia,2012,0.25192588606135163
General public services n.e.c.,Czechia,2013,0.20042455388918332
General public services n.e.c.,Czechia,2014,0.20966751636185987
General public services n.e.c.,Czechia,2015,0.1499190248540029
General public services n.e.c.,Czechia,2016,0.16721286530262597
General public services n.e.c.,Czechia,2017,0.1702957097946819
General public services n.e.c.,Czechia,2018,0.19111676751014953
General public services n.e.c.,Czechia,2019,0.17627491262712558
General public services n.e.c.,Czechia,2020,0.19383203571365684
General public services n.e.c.,Germany,2012,0.11554250703927789
General public services n.e.c.,Germany,2013,0.11535383356750316
General public services n.e.c.,Germany,2014,0.11559627386478925
General public services n.e.c.,Germany,2015,0.11618608278423624
General public services n.e.c.,Germany,2016,0.1157990774354492
General public services n.e.c.,Germany,2017,0.11967580406224367
General public services n.e.c.,Germany,2018,0.12340103106568215
General public services n.e.c.,Germany,2019,0.14220069905506644
General public services n.e.c.,Germany,2020,0.1519925530696564
General public services n.e.c.,Denmark,2012,2.5113324796329612
General public services n.e.c.,Denmark,2013,0.8622078999716707
General public services n.e.c.,Denmark,2014,1.0286840986314567
General public services n.e.c.,Denmark,2015,1.2961801729998361
General public services n.e.c.,Denmark,2016,0.9139919967418988
General public services n.e.c.,Denmark,2017,0.9369481581584229
General public services n.e.c.,Denmark,2018,1.0174025820241346
General public services n.e.c.,Denmark,2019,0.8686496531475182
General public services n.e.c.,Denmark,2020,1.1031894115884766
General public services n.e.c.,Estonia,2012,0.007813938950811254
General public services n.e.c.,Estonia,2013,0.017979144192736426
General public services n.e.c.,Estonia,2014,0.016959128500314242
General public services n.e.c.,Estonia,2015,0.05331678897214924
General public services n.e.c.,Estonia,2016,0.02437016907379563
General public services n.e.c.,Estonia,2017,0.03776181525241676
General public services n.e.c.,Estonia,2018,0.05475817709257217
General public services n.e.c.,Estonia,2019,0.04394068727556933
General public services n.e.c.,Estonia,2020,0.03422537775350446
General public services n.e.c.,Greece,2012,0.0
General public services n.e.c.,Greece,2013,0.0
General public services n.e.c.,Greece,2014,0.0
General public services n.e.c.,Greece,2015,0.0
General public services n.e.c.,Greece,2016,0.0
General public services n.e.c.,Greece,2017,0.0
General public services n.e.c.,Greece,2018,0.0
General public services n.e.c.,Greece,2019,0.0
General public services n.e.c.,Greece,2020,0.0
General public services n.e.c.,Spain,2012,0.011831978151573459
General public services n.e.c.,Spain,2013,0.021946218049392705
General public services n.e.c.,Spain,2014,0.016560011156218045
General public services n.e.c.,Spain,2015,0.03274303120698419
General public services n.e.c.,Spain,2016,0.02342025448215215
General public services n.e.c.,Spain,2017,0.004215082770462076
General public services n.e.c.,Spain,2018,0.0033226482503349642
General public services n.e.c.,Spain,2019,0.04624600465832151
General public services n.e.c.,Spain,2020,0.008229061287722866
General public services n.e.c.,Finland,2012,0.009450996582718604
General public services n.e.c.,Finland,2013,0.00440483357070492
General public services n.e.c.,Finland,2014,0.007249984291700701
General public services n.e.c.,Finland,2015,0.0052037751023014875
General public services n.e.c.,Finland,2016,0.0068959810222602265
General public services n.e.c.,Finland,2017,0.008837786841419172
General public services n.e.c.,Finland,2018,0.007281698948865339
General public services n.e.c.,Finland,2019,0.013341226892578108
General public services n.e.c.,Finland,2020,0.008402019845570874
General public services n.e.c.,France,2012,0.09096114331454747
General public services n.e.c.,France,2013,0.13300654783299934
General public services n.e.c.,France,2014,0.134665882084786
General public services n.e.c.,France,2015,0.09852476674284216
General public services n.e.c.,France,2016,0.1183011365950668
General public services n.e.c.,France,2017,0.10686727824060328
General public services n.e.c.,France,2018,0.0789995032382603
General public services n.e.c.,France,2019,0.08709261230660045
General public services n.e.c.,France,2020,0.09032798102895992
General public services n.e.c.,Croatia,2012,0.04056367825159342
General public services n.e.c.,Croatia,2013,0.07628760652697858
General public services n.e.c.,Croatia,2014,0.06524343530556434
General public services n.e.c.,Croatia,2015,0.02894522282297676
General public services n.e.c.,Croatia,2016,0.0424599746085127
General public services n.e.c.,Croatia,2017,0.062217545347788075
General public services n.e.c.,Croatia,2018,0.05023963357296691
General public services n.e.c.,Croatia,2019,0.056250044928150895
General public services n.e.c.,Croatia,2020,0.05711463979105561
General public services n.e.c.,Hungary,2012,0.04329280700984362
General public services n.e.c.,Hungary,2013,0.06553227366668721
General public services n.e.c.,Hungary,2014,0.13711160338704242
General public services n.e.c.,Hungary,2015,0.101249213146439
General public services n.e.c.,Hungary,2016,0.12266065233790686
General public services n.e.c.,Hungary,2017,0.1296598220661021
General public services n.e.c.,Hungary,2018,0.1285513315977556
General public services n.e.c.,Hungary,2019,0.15751459978802412
General public services n.e.c.,Hungary,2020,0.09250760920432573
General public services n.e.c.,Ireland,2012,0.00540954836534837
General public services n.e.c.,Ireland,2013,0.004847941797951159
General public services n.e.c.,Ireland,2014,0.004664628582793569
General public services n.e.c.,Ireland,2015,0.003612498331596165
General public services n.e.c.,Ireland,2016,0.0036638807602959677
General public services n.e.c.,Ireland,2017,0.0032912058978409693
General public services n.e.c.,Ireland,2018,0.0030921715095889465
General public services n.e.c.,Ireland,2019,0.003027715370084939
General public services n.e.c.,Ireland,2020,0.0031112841986458404
General public services n.e.c.,Iceland,2012,0.3301422486258591
General public services n.e.c.,Iceland,2013,0.21511757288035013
General public services n.e.c.,Iceland,2014,0.3095170939536541
General public services n.e.c.,Iceland,2015,0.24817509005843513
General public services n.e.c.,Iceland,2016,0.16060241860860872
General public services n.e.c.,Iceland,2017,1.5480638935654745
General public services n.e.c.,Iceland,2018,0.21671589984308334
General public services n.e.c.,Iceland,2019,0.26474116702596906
General public services n.e.c.,Iceland,2020,0.3593847837640162
General public services n.e.c.,Italy,2012,0.2522841783652835
General public services n.e.c.,Italy,2013,0.24820937983432412
General public services n.e.c.,Italy,2014,0.2519347358765387
General public services n.e.c.,Italy,2015,0.22617505006478972
General public services n.e.c.,Italy,2016,0.23269434577507028
General public services n.e.c.,Italy,2017,0.21023926852627742
General public services n.e.c.,Italy,2018,0.21192382574780774
General public services n.e.c.,Italy,2019,0.2068852087650979
General public services n.e.c.,Italy,2020,0.21606369760139185
General public services n.e.c.,Lithuania,2012,-0.07183434998892554
General public services n.e.c.,Lithuania,2013,-0.18950042095349537
General public services n.e.c.,Lithuania,2014,-0.07900211310150268
General public services n.e.c.,Lithuania,2015,0.038290887572063184
General public services n.e.c.,Lithuania,2016,0.10671151121499413
General public services n.e.c.,Lithuania,2017,0.14239656734387826
General public services n.e.c.,Lithuania,2018,0.04218371005729954
General public services n.e.c.,Lithuania,2019,0.056023325331948426
General public services n.e.c.,Lithuania,2020,0.046012023403844915
General public services n.e.c.,Luxembourg,2012,0.20848468174920798
General public services n.e.c.,Luxembourg,2013,0.04134882726170956
General public services n.e.c.,Luxembourg,2014,0.04595366403237609
General public services n.e.c.,Luxembourg,2015,0.04192655280621621
General public services n.e.c.,Luxembourg,2016,0.03914026626055675
General public services n.e.c.,Luxembourg,2017,0.04143114521874269
General public services n.e.c.,Luxembourg,2018,0.04141633899522964
General public services n.e.c.,Luxembourg,2019,0.04761629920350918
General public services n.e.c.,Luxembourg,2020,0.044457479816612896
General public services n.e.c.,Latvia,2012,0.01493381604253875
General public services n.e.c.,Latvia,2013,0.011846625686117072
General public services n.e.c.,Latvia,2014,0.02962862633223002
General public services n.e.c.,Latvia,2015,0.029301524900191684
General public services n.e.c.,Latvia,2016,0.00867121511313965
General public services n.e.c.,Latvia,2017,0.015935132891596624
General public services n.e.c.,Latvia,2018,0.021609681137149443
General public services n.e.c.,Latvia,2019,0.022165287855378014
General public services n.e.c.,Latvia,2020,0.015844721727074667
General public services n.e.c.,Malta,2012,0.08282979156765563
General public services n.e.c.,Malta,2013,0.11706506551867377
General public services n.e.c.,Malta,2014,0.12455577013175487
General public services n.e.c.,Malta,2015,0.27509077995738596
General public services n.e.c.,Malta,2016,0.2846002789082733
General public services n.e.c.,Malta,2017,0.3418058743695859
General public services n.e.c.,Malta,2018,0.26561655470620027
General public services n.e.c.,Malta,2019,0.2786026139273094
General public services n.e.c.,Malta,2020,0.3707079914919477
General public services n.e.c.,Netherlands,2012,0.008423103193734436
General public services n.e.c.,Netherlands,2013,0.006207766369955622
General public services n.e.c.,Netherlands,2014,0.004020489606289832
General public services n.e.c.,Netherlands,2015,0.0073912186525373616
General public services n.e.c.,Netherlands,2016,0.007341138469400864
General public services n.e.c.,Netherlands,2017,0.007315625905986079
General public services n.e.c.,Netherlands,2018,0.0068476602320194
General public services n.e.c.,Netherlands,2019,0.0070105958391498725
General public services n.e.c.,Netherlands,2020,0.006779405672102746
General public services n.e.c.,Norway,2012,0.027188267097535967
General public services n.e.c.,Norway,2013,0.027080499817105582
General public services n.e.c.,Norway,2014,0.029039012155693496
General public services n.e.c.,Norway,2015,0.03965613810972027
General public services n.e.c.,Norway,2016,0.029457671740760562
General public services n.e.c.,Norway,2017,0.026523449395644258
General public services n.e.c.,Norway,2018,0.02401668448463147
General public services n.e.c.,Norway,2019,0.026483681861690544
General public services n.e.c.,Norway,2020,0.026423082808640502
General public services n.e.c.,Poland,2012,0.04364416872908284
General public services n.e.c.,Poland,2013,0.04508745059950087
General public services n.e.c.,Poland,2014,0.06732076400209147
General public services n.e.c.,Poland,2015,0.06444339287716717
General public services n.e.c.,Poland,2016,0.043933245011657844
General public services n.e.c.,Poland,2017,0.046503379546156215
General public services n.e.c.,Poland,2018,0.05763479698864198
General public services n.e.c.,Poland,2019,0.05723893141224857
General public services n.e.c.,Poland,2020,0.052627857755396204
General public services n.e.c.,Portugal,2012,0.03410665519478821
General public services n.e.c.,Portugal,2013,0.028857608232160638
General public services n.e.c.,Portugal,2014,0.03432460559930241
General public services n.e.c.,Portugal,2015,0.04484923756296143
General public services n.e.c.,Portugal,2016,0.032495074797656495
General public services n.e.c.,Portugal,2017,0.035060465268194695
General public services n.e.c.,Portugal,2018,0.040207793878765455
General public services n.e.c.,Portugal,2019,0.0418426436714051
General public services n.e.c.,Portugal,2020,0.0467287622264036
General public services n.e.c.,Romania,2012,0.0
General public services n.e.c.,Romania,2013,0.0
General public services n.e.c.,Romania,2014,0.0
General public services n.e.c.,Romania,2015,0.0
General public services n.e.c.,Romania,2016,0.0
General public services n.e.c.,Romania,2017,0.0
General public services n.e.c.,Romania,2018,0.0
General public services n.e.c.,Romania,2019,0.0
General public services n.e.c.,Romania,2020,0.0
General public services n.e.c.,Sweden,2012,0.055437077405647094
General public services n.e.c.,Sweden,2013,0.05590123541730272
General public services n.e.c.,Sweden,2014,0.07877695866249165
General public services n.e.c.,Sweden,2015,0.05512687633906607
General public services n.e.c.,Sweden,2016,0.0601372820050336
General public services n.e.c.,Sweden,2017,0.05968432927000753
General public services n.e.c.,Sweden,2018,0.06324984368131512
General public services n.e.c.,Sweden,2019,0.061043954373261454
General public services n.e.c.,Sweden,2020,0.0523351681509184
General public services n.e.c.,Slovenia,2012,0.38451671985722674
General public services n.e.c.,Slovenia,2013,0.3253388489149428
General public services n.e.c.,Slovenia,2014,0.33852097687481897
General public services n.e.c.,Slovenia,2015,0.2844082506704828
General public services n.e.c.,Slovenia,2016,0.2890473553032401
General public services n.e.c.,Slovenia,2017,0.2901563077609837
General public services n.e.c.,Slovenia,2018,0.28925610827377096
General public services n.e.c.,Slovenia,2019,0.2625012620252982
General public services n.e.c.,Slovenia,2020,0.26052411070892334
General public services n.e.c.,Slovakia,2012,0.04372071424982994
General public services n.e.c.,Slovakia,2013,0.041346277761072206
General public services n.e.c.,Slovakia,2014,0.04230268026115029
General public services n.e.c.,Slovakia,2015,0.04330679180291042
General public services n.e.c.,Slovakia,2016,0.02891766709489425
General public services n.e.c.,Slovakia,2017,0.04972251059703626
General public services n.e.c.,Slovakia,2018,0.023143331771900214
General public services n.e.c.,Slovakia,2019,0.042567835870284586
General public services n.e.c.,Slovakia,2020,0.030723511943631453
Public debt transactions,Austria,2012,2.9303034962796524
Public debt transactions,Austria,2013,2.799356117837598
Public debt transactions,Austria,2014,2.6395026086152593
Public debt transactions,Austria,2015,2.5333663307667376
Public debt transactions,Austria,2016,2.264770363079126
Public debt transactions,Austria,2017,2.001045586997468
Public debt transactions,Austria,2018,1.7634977279811959
Public debt transactions,Austria,2019,1.5710169083980516
Public debt transactions,Austria,2020,1.5014598109134807
Public debt transactions,Belgium,2012,3.7187055495867547
Public debt transactions,Belgium,2013,3.496080228059458
Public debt transactions,Belgium,2014,3.42265187406654
Public debt transactions,Belgium,2015,3.0990776608861883
Public debt transactions,Belgium,2016,2.896797449250184
Public debt transactions,Belgium,2017,2.5531507576338033
Public debt transactions,Belgium,2018,2.314570477868966
Public debt transactions,Belgium,2019,2.1303262334297863
Public debt transactions,Belgium,2020,2.123432261269093
Public debt transactions,Bulgaria,2012,0.7963215387819238
Public debt transactions,Bulgaria,2013,0.7621842464482929
Public debt transactions,Bulgaria,2014,0.8606424022683958
Public debt transactions,Bulgaria,2015,0.9191854589269693
Public debt transactions,Bulgaria,2016,0.8822486165529769
Public debt transactions,Bulgaria,2017,0.8078992905182244
Public debt transactions,Bulgaria,2018,0.660740456168808
Public debt transactions,Bulgaria,2019,0.5578433522584209
Public debt transactions,Bulgaria,2020,0.5212617356896375
Public debt transactions,Switzerland,2012,0.7435589558901958
Public debt transactions,Switzerland,2013,0.6676143923663385
Public debt transactions,Switzerland,2014,0.6165530291625495
Public debt transactions,Switzerland,2015,0.5925349705938635
Public debt transactions,Switzerland,2016,0.528028993586163
Public debt transactions,Switzerland,2017,0.4639509510190632
Public debt transactions,Switzerland,2018,0.38366972465116644
Public debt transactions,Switzerland,2019,0.35228861131593914
Public debt transactions,Switzerland,2020,0.3469338662036978
Public debt transactions,Cyprus,2012,3.344378673943597
Public debt transactions,Cyprus,2013,3.2726728491211348
Public debt transactions,Cyprus,2014,3.208868144690782
Public debt transactions,Cyprus,2015,3.028833829315322
Public debt transactions,Cyprus,2016,2.5413120996328984
Public debt transactions,Cyprus,2017,2.435950453909927
Public debt transactions,Cyprus,2018,2.344625861011022
Public debt transactions,Cyprus,2019,2.2553308998023835
